Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ40,OUT035,906.1076959
FDD51,OUT018,619.5701494
NCY30,OUT019,426.0408166
FDP58,OUT017,3512.065513
FDV49,OUT017,4578.430264
FDY24,OUT019,164.2517402
NCO55,OUT017,1742.999065
FDR13,OUT017,2123.544985
FDS51,OUT017,1075.260575
FDP26,OUT045,1651.490098
NCB54,OUT027,3360.798468
FDF32,OUT017,3274.879533
FDN31,OUT018,2649.655404
DRM48,OUT017,501.3574245
FDN20,OUT049,2797.390911
DRL01,OUT046,3557.643201
FDV56,OUT049,1787.782431
DRH13,OUT027,2871.452078
FDA03,OUT017,2385.648587
FDF47,OUT027,5598.827736
FDX32,OUT046,2364.573465
FDX57,OUT049,1626.855858
NCA30,OUT045,2899.869672
FDO49,OUT013,121.5346045
FDL04,OUT019,266.0197888
DRM48,OUT035,427.817113
FDR16,OUT013,3456.33643
NCC19,OUT018,2650.45655
NCE42,OUT045,3557.306293
FDY24,OUT017,974.9731912
FDH19,OUT049,2879.994672
FDJ46,OUT013,2790.178726
FDN45,OUT010,554.9050863
FDY08,OUT035,2371.08752
FDZ37,OUT035,1524.649718
NCT30,OUT045,886.8979104
DRY23,OUT018,600.6016056
NCZ30,OUT018,1742.327166
FDC44,OUT018,1628.064932
FDB45,OUT035,1791.929336
FDY04,OUT013,2651.633497
FDM27,OUT046,2443.388833
FDZ43,OUT017,4049.176282
FDT39,OUT019,303.5912872
NCC06,OUT019,330.5894393
FDL15,OUT027,4025.418574
FDL57,OUT017,4274.356675
FDU08,OUT046,1699.601912
FDK40,OUT017,4544.856862
FDQ12,OUT010,593.1207
FDS48,OUT017,2527.734377
FDP09,OUT045,3233.541089
FDW21,OUT049,1682.616013
FDY25,OUT035,3047.256394
DRE13,OUT017,1482.998219
FDV43,OUT019,78.99648024
FDD22,OUT045,1820.859146
FDM46,OUT019,265.9947768
NCO30,OUT010,433.2957942
FDM25,OUT046,2637.996679
NCN41,OUT049,2040.169642
FDU24,OUT045,1637.358748
FDZ50,OUT046,2825.047119
FDP45,OUT013,4047.856445
NCM54,OUT045,2011.701098
FDW10,OUT019,434.8219593
FDP20,OUT017,2169.905498
FDK32,OUT046,2425.812385
FDN52,OUT049,1449.197399
FDM58,OUT045,1811.646357
FDZ46,OUT027,2942.360459
NCA18,OUT018,1683.092927
FDD35,OUT046,2229.166461
NCK31,OUT035,940.420628
FDI40,OUT027,2668.337567
FDT50,OUT019,208.0045688
NCT06,OUT046,2508.555116
FDT31,OUT035,3158.105513
FDT45,OUT049,905.5619879
FDT13,OUT045,2898.396457
FDO50,OUT045,1528.403695
NCU18,OUT010,351.4835108
NCR54,OUT049,3374.404856
NCO18,OUT018,2462.554937
FDU09,OUT045,1019.725794
FDT13,OUT018,2627.873869
FDE09,OUT046,1902.541894
NCK53,OUT019,281.7706496
FDG45,OUT049,3555.006408
DRH15,OUT035,743.2109237
FDO21,OUT019,559.9421663
FDD14,OUT027,4664.139847
FDC09,OUT046,1735.581583
FDH45,OUT027,1407.921772
FDV32,OUT046,1208.431076
FDG12,OUT035,2098.615532
FDS32,OUT013,2285.788046
NCL55,OUT018,3580.760554
DRE01,OUT035,4029.976918
DRE15,OUT049,1239.556824
NCL42,OUT045,3734.77784
FDP31,OUT013,1065.980221
FDN33,OUT018,1382.278651
FDZ59,OUT046,2780.507631
FDE45,OUT010,459.2590513
FDJ07,OUT013,2010.266294
FDQ45,OUT018,2563.686992
FDM33,OUT027,5487.213819
FDO15,OUT010,150.7862854
FDM46,OUT013,1554.662121
FDR03,OUT045,3013.252658
FDY49,OUT018,2348.194915
FDQ60,OUT045,2016.646984
FDW10,OUT049,2893.603817
FDO51,OUT049,796.2805431
FDJ40,OUT018,1556.557849
FDS20,OUT018,2555.549114
FDU45,OUT013,1862.76992
FDV02,OUT035,2770.890365
FDN09,OUT046,3745.986451
NCM55,OUT027,4701.156431
FDN23,OUT018,1986.194686
FDY31,OUT010,377.7236612
FDW03,OUT010,245.0532013
FDD14,OUT046,2860.162911
FDV23,OUT017,2061.241671
DRI03,OUT045,2648.288318
FDN13,OUT035,2273.013768
FDF45,OUT027,1823.28358
FDU46,OUT035,1532.070333
FDB57,OUT049,3698.296058
FDV12,OUT049,1659.387304
FDQ58,OUT013,2451.758795
NCA18,OUT017,1950.461713
FDH52,OUT049,990.6596409
FDM24,OUT018,2215.798576
NCP43,OUT027,4580.355505
NCO18,OUT019,419.8959714
FDM32,OUT017,1597.650584
NCL07,OUT017,623.3161331
FDK03,OUT013,4019.290571
FDP59,OUT017,1770.016283
FDQ24,OUT049,4180.775034
FDQ16,OUT018,1566.44589
FDU44,OUT013,2606.9545
FDH28,OUT010,24.02932496
FDV28,OUT019,12.56451687
FDM22,OUT045,982.2723554
FDR56,OUT046,3080.931771
FDV39,OUT049,3208.142308
FDU37,OUT019,229.7974283
FDQ11,OUT010,648.2795687
FDX02,OUT045,3342.928238
NCS42,OUT018,1366.050174
FDY57,OUT027,2562.858933
FDB21,OUT049,4058.230906
FDE28,OUT017,3787.961107
FDQ55,OUT017,1970.953222
FDA48,OUT049,3721.149295
FDZ19,OUT045,2711.697159
NCC43,OUT045,3820.611181
NCV18,OUT046,1411.437095
NCA42,OUT018,2217.077515
FDY45,OUT046,3953.362831
NCC30,OUT045,2736.84482
FDM57,OUT013,1444.221553
FDL09,OUT010,412.184189
FDB09,OUT027,3394.016703
FDT44,OUT035,2025.353339
NCT06,OUT027,4170.258131
FDX26,OUT049,2948.191162
FDK32,OUT013,2487.411832
DRA12,OUT046,2207.081958
FDO46,OUT010,461.6643011
FDE52,OUT013,1392.944123
NCH42,OUT045,3479.096895
FDV08,OUT035,721.3372885
FDB47,OUT018,2914.234737
FDC28,OUT010,280.8099624
FDD22,OUT046,1929.343945
FDS07,OUT027,3166.209148
DRI13,OUT045,3431.313094
FDG32,OUT018,3123.397898
FDU14,OUT017,4121.787166
FDD28,OUT019,112.542668
NCP41,OUT017,1894.393156
FDS08,OUT049,2912.193752
FDX47,OUT045,2433.225363
FDC53,OUT019,254.5225425
FDQ19,OUT035,4079.922748
FDL14,OUT045,2440.122014
FDM33,OUT019,549.0163663
FDA51,OUT045,1771.750262
FDZ27,OUT018,691.8817813
FDT04,OUT046,761.4464269
DRC13,OUT049,2075.476294
FDR16,OUT027,5438.708608
FDQ03,OUT027,6009.633068
FDE38,OUT035,2831.48815
DRH23,OUT027,1480.854527
FDT11,OUT019,478.0886368
FDD09,OUT035,3022.912143
FDR40,OUT045,1351.767559
FDX07,OUT017,3099.873601
FDR07,OUT035,1664.714308
FDA51,OUT017,1755.801396
FDT59,OUT019,586.6792887
FDF20,OUT017,3280.755217
FDR13,OUT045,1876.044992
FDY26,OUT049,3389.257526
FDW04,OUT017,2183.747109
FDK52,OUT017,3794.436783
FDN60,OUT049,2581.098053
FDM09,OUT019,425.4586051
FDP46,OUT049,1488.068024
FDB50,OUT019,217.8025702
NCQ29,OUT049,4272.854715
FDP16,OUT027,6217.778412
FDX33,OUT018,2258.270696
FDP07,OUT010,506.443534
FDN22,OUT046,3863.685924
FDF39,OUT049,4298.311856
FDS21,OUT017,1119.682503
NCM42,OUT013,1776.990836
FDK50,OUT019,429.6117235
DRF13,OUT027,3825.093741
FDH35,OUT018,2211.3348
FDP60,OUT018,1361.385503
DRJ49,OUT027,3418.068385
NCT42,OUT019,368.4284432
FDE38,OUT049,2794.225803
FDI04,OUT049,3313.80167
NCH54,OUT045,2447.064447
FDT56,OUT049,966.6962097
DRD15,OUT018,3156.930738
FDV58,OUT013,3105.485592
FDP21,OUT049,3086.905121
FDH05,OUT013,3805.320483
FDR10,OUT027,4123.410907
NCP06,OUT045,2330.318259
FDF33,OUT049,-72.84639715
DRK37,OUT013,3107.189145
DRH49,OUT045,1417.07437
FDT58,OUT013,2699.281141
FDD41,OUT018,1495.257278
FDP40,OUT018,1579.854864
FDM51,OUT027,2806.220866
FDO45,OUT010,251.3862877
FDW33,OUT010,295.6960114
FDY24,OUT045,1067.034061
FDB10,OUT010,600.2883937
FDM40,OUT035,2397.217779
NCI06,OUT017,2971.513915
FDW12,OUT019,426.4315934
FDX48,OUT027,3998.532439
NCW05,OUT027,2846.949987
FDX27,OUT017,1505.850694
DRM37,OUT045,3137.596816
FDA38,OUT045,3622.096815
FDR36,OUT046,933.9182412
FDZ45,OUT046,3097.682654
FDG05,OUT017,2621.696989
FDK28,OUT013,4266.361873
FDV47,OUT045,1459.946016
FDN21,OUT045,2497.997315
FDP20,OUT027,3451.112263
FDI35,OUT045,2878.066451
DRY23,OUT013,696.6516683
FDA56,OUT017,2130.060165
FDB09,OUT013,2019.402073
NCO26,OUT027,3086.317061
FDQ49,OUT018,2484.202243
FDI52,OUT027,3197.226019
FDZ44,OUT027,3220.132651
FDZ09,OUT018,2298.582271
FDY03,OUT049,1940.858805
NCG42,OUT017,2183.700837
DRI13,OUT027,5576.633959
FDQ32,OUT013,2057.801225
FDW16,OUT035,1547.679436
FDU27,OUT046,1005.915059
FDR28,OUT010,425.0517011
FDQ49,OUT010,366.46131
FDS37,OUT046,1984.533209
FDW26,OUT018,2987.699261
FDX12,OUT018,3349.897449
NCP06,OUT013,2429.304254
FDW45,OUT010,372.0549052
NCN30,OUT049,1782.014118
FDN24,OUT049,850.561661
NCL41,OUT027,1066.523622
FDR02,OUT019,235.9058763
FDD09,OUT010,466.3597774
FDS33,OUT010,253.7120445
FDU22,OUT045,1930.415855
FDI53,OUT013,2640.539974
DRH01,OUT049,2928.322905
FDX32,OUT013,2328.959045
NCP30,OUT018,641.5043252
FDB60,OUT045,3056.679505
FDB14,OUT049,1572.794239
NCP02,OUT035,1045.056942
FDJ10,OUT017,2277.17318
FDG34,OUT046,1879.371762
NCB18,OUT017,1522.214813
FDM16,OUT049,1218.897327
FDW25,OUT018,1261.805148
FDB35,OUT010,316.2391111
DRN11,OUT013,2327.315646
FDF41,OUT019,726.7695715
FDH16,OUT045,1445.100513
NCQ50,OUT018,2914.140823
DRH23,OUT018,896.5707562
DRJ37,OUT013,2508.979682
DRJ24,OUT027,4747.100497
FDY16,OUT035,3094.74194
FDQ27,OUT045,1654.110787
FDZ33,OUT045,2333.269405
FDF29,OUT045,2086.544025
FDA08,OUT049,2709.297658
FDG31,OUT046,1141.480457
FDE34,OUT019,453.9028691
NCR30,OUT027,2065.267963
FDV33,OUT035,4331.451963
DRZ24,OUT018,1746.30539
NCL54,OUT035,2884.255702
FDR12,OUT049,2915.934965
NCC54,OUT046,3693.43896
DRN59,OUT013,820.8437499
FDX50,OUT019,236.4243301
FDV31,OUT027,4668.146885
NCA29,OUT027,4368.077148
FDW60,OUT049,3072.316021
FDX08,OUT017,3083.426313
DRD49,OUT013,3926.687076
FDD33,OUT046,3627.298631
FDW35,OUT013,738.768807
FDJ36,OUT017,1679.676899
FDV51,OUT035,2716.769585
FDW36,OUT046,1827.467106
FDH35,OUT046,2806.005408
NCS30,OUT027,3400.665414
FDN49,OUT017,23.27668932
FDL08,OUT018,3468.669634
FDI09,OUT013,3732.379621
FDP19,OUT018,1844.952991
FDU21,OUT010,86.4945004
NCP41,OUT045,1756.409608
FDY10,OUT013,1864.482341
FDP12,OUT018,586.151099
NCN26,OUT049,2131.380446
FDK44,OUT013,2822.901939
FDC28,OUT049,1815.386768
FDJ41,OUT027,6686.802634
NCT29,OUT035,2100.058383
NCH42,OUT019,545.3675392
FDU60,OUT018,2283.029393
FDS02,OUT045,2895.644765
FDC51,OUT046,1987.343637
FDU03,OUT013,3048.794615
FDX39,OUT045,3140.085063
NCY05,OUT010,105.4197057
NCL06,OUT027,6470.203914
FDD32,OUT035,1381.798468
NCN41,OUT045,1964.619941
NCX53,OUT049,2329.962402
FDU57,OUT019,383.7370404
FDQ23,OUT046,1814.215294
FDQ52,OUT045,3883.341802
FDC14,OUT045,766.6990268
FDY09,OUT035,2955.26477
FDQ28,OUT045,2455.2014
FDV25,OUT046,3488.524028
FDJ07,OUT035,1914.384429
DRB25,OUT049,1751.745683
FDK52,OUT019,630.1023371
FDY52,OUT027,1748.40789
FDB28,OUT046,3053.372562
FDT36,OUT035,567.8002408
FDV25,OUT017,3809.096984
NCN07,OUT027,3359.805677
FDC57,OUT017,3225.613618
FDQ03,OUT018,3307.614366
FDU23,OUT017,2803.225311
NCX41,OUT035,3514.54423
NCD06,OUT035,850.5510708
FDW08,OUT045,1734.62792
NCU29,OUT017,2438.075368
NCE06,OUT013,2585.015437
FDV52,OUT010,298.5845149
FDB02,OUT017,3078.734056
NCR18,OUT045,818.5547143
FDK16,OUT049,1565.495264
NCQ29,OUT010,648.1596877
FDZ01,OUT019,303.499943
FDW27,OUT035,2683.789269
FDD17,OUT018,3375.608815
FDW39,OUT013,2907.668585
DRH59,OUT045,1271.500439
FDS52,OUT013,1667.274524
FDU40,OUT027,4957.736557
NCF54,OUT013,2774.800489
FDH46,OUT045,1697.013882
NCP14,OUT049,1935.796006
FDH50,OUT049,3074.134901
DRF15,OUT010,321.4212399
FDV27,OUT027,2486.496082
NCJ06,OUT049,2184.920062
FDN02,OUT018,2866.057989
FDQ51,OUT049,785.5672183
FDQ07,OUT017,3688.383027
FDS45,OUT049,1781.291745
NCJ06,OUT045,1942.940775
FDD36,OUT035,1946.490727
FDY25,OUT045,2832.322097
FDU52,OUT046,2521.926718
DRK47,OUT017,3894.531334
NCL30,OUT017,2151.805511
FDN22,OUT035,4215.579317
NCF30,OUT027,3291.067307
FDK03,OUT035,4237.313612
FDT45,OUT017,983.574666
NCC54,OUT027,5959.3218
FDP08,OUT018,2733.450518
FDU44,OUT046,2618.538026
DRG39,OUT035,877.7770384
FDU32,OUT049,2037.961203
FDY27,OUT049,2885.187751
NCP54,OUT013,2015.28434
NCZ41,OUT049,2093.226198
DRL49,OUT013,2372.176416
FDI05,OUT018,1100.660897
FDY56,OUT045,3492.618389
DRC13,OUT013,2073.552765
NCV29,OUT017,2978.838834
FDR24,OUT049,1471.828865
FDZ34,OUT018,2574.941233
FDP37,OUT035,2777.913216
FDX08,OUT027,4729.096388
FDS57,OUT045,2233.139729
NCG18,OUT049,1909.517493
FDK25,OUT018,2986.154523
FDH53,OUT049,1321.052184
DRI59,OUT018,3069.188014
FDA52,OUT046,2810.950725
FDT20,OUT010,59.33000234
FDE36,OUT019,472.8862465
FDI24,OUT017,2909.596197
FDB28,OUT018,2696.291073
FDV11,OUT017,2882.731787
FDP01,OUT046,2330.402485
FDD34,OUT027,4127.192638
FDJ50,OUT027,1540.20109
FDZ44,OUT013,1948.306704
DRO59,OUT035,1348.472549
DRB48,OUT045,695.7422812
FDR21,OUT018,2441.215623
NCE42,OUT010,561.9271367
FDO23,OUT046,1638.368954
NCE30,OUT018,2911.893494
FDQ22,OUT035,689.2657412
FDY01,OUT045,1869.898854
FDS08,OUT017,2969.842439
FDG28,OUT018,3511.452393
FDQ51,OUT018,761.2917818
FDB05,OUT017,4200.715344
FDO56,OUT049,1948.215461
FDE02,OUT018,1371.087567
FDN45,OUT017,3618.389593
FDS09,OUT013,858.5266125
NCA54,OUT018,2502.813809
FDP09,OUT010,522.0249079
FDC53,OUT045,1609.454824
NCM55,OUT017,3058.589128
FDL09,OUT018,2359.178706
FDA11,OUT019,255.051128
FDA50,OUT045,1505.759919
FDC23,OUT017,3091.135231
FDE22,OUT049,2631.155699
FDD23,OUT046,3159.570929
NCA29,OUT049,3023.464309
FDK38,OUT046,2420.494426
DRC13,OUT046,1906.563099
NCP43,OUT049,3046.581113
FDX28,OUT049,1657.0569
FDF08,OUT049,1499.650669
FDZ33,OUT046,2423.029282
FDD10,OUT049,2934.189185
FDO58,OUT017,2723.921952
FDI50,OUT017,3963.823437
FDO58,OUT045,2571.312216
FDX08,OUT013,2928.987839
NCK17,OUT010,120.8784222
FDF39,OUT035,4344.711449
FDU45,OUT010,308.002056
NCJ18,OUT018,1687.149774
DRC27,OUT019,575.2275054
DRC25,OUT035,1291.424796
FDU59,OUT035,2670.194948
FDU28,OUT035,3201.035458
NCP30,OUT046,748.3993812
FDB39,OUT018,783.8190965
FDE41,OUT013,1417.625488
DRH11,OUT010,180.9599324
FDA58,OUT045,3595.555955
FDU50,OUT046,1900.940277
FDM34,OUT013,2123.572174
FDM44,OUT027,2850.538256
FDR39,OUT045,2772.97272
FDM25,OUT045,2501.938942
FDQ49,OUT049,2896.323045
DRH25,OUT018,760.7210927
FDM09,OUT027,4342.563008
FDL44,OUT019,419.1271048
NCR42,OUT018,535.5409244
DRL59,OUT046,1033.146601
FDX43,OUT013,2729.989422
DRK47,OUT010,547.4947537
FDU48,OUT018,1778.889112
FDY12,OUT045,946.1801803
NCN43,OUT018,1776.682433
NCM55,OUT018,2556.16902
FDQ21,OUT027,3231.432076
FDX13,OUT035,4237.505871
NCK30,OUT027,6303.424984
FDG20,OUT049,2905.926523
DRG27,OUT017,595.5326735
FDY14,OUT018,3633.635719
FDP59,OUT035,1790.655246
FDU60,OUT017,2838.251607
NCC18,OUT019,408.0257812
DRJ39,OUT017,3565.083732
FDS07,OUT049,1893.02539
FDM08,OUT027,5741.886023
FDP51,OUT045,1902.146458
FDU16,OUT035,1393.162493
FDH12,OUT013,1765.834572
DRE48,OUT010,572.8638091
NCL42,OUT027,6077.006247
